it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc
0,Petrol,SUV,"40,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2018,6432,1.6 SX Automatic,₹ 12.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"40,562",Manual,1,1st Owner,Hyundai,Hyundai i20,2012,1650,Era 1.4 CRDi,₹ 4.36 Lakh,₹ 4.58 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"26,500",Automatic,2,2nd Owner,Hyundai,Hyundai Creta,2021,10536,SX Opt Turbo DCT,₹ 16.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2019,6946,SX Plus Turbo DCT BSIV,₹ 12.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"58,600",Automatic,1,1st Owner,Mahindra,Mahindra XUV500,2016,3808,AT W8 FWD,₹ 13.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2019,6946,SX Plus Turbo DCT BSIV,₹ 12.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"42,050",Automatic,1,1st Owner,Volkswagen,Volkswagen T-Roc,2020,6889,TSI,₹ 22.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"65,017",Automatic,1,1st Owner,Maruti,Maruti Celerio,2015,3982,VXI AT,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"80,000",Automatic,2,2nd Owner,BMW,BMW 3 Series,2008,210,320d,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"30,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2021,8321,Model S DCT BSVI,₹ 24.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Kia,Kia Seltos,2020,7122,GTX Plus DCT,₹ 16.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"36,349",Automatic,1,1st Owner,Skoda,Skoda Superb,2014,3217,Elegance 2.0 TDI CR AT,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"80,000",Manual,3,3rd Owner,Hyundai,Hyundai i10,2009,1586,Sportz 1.2,₹ 2.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"83,394",Manual,2,2nd Owner,Renault,Renault Duster,2014,5063,Petrol RxE,₹ 6.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"30,000",Automatic,2,2nd Owner,Audi,Audi Q5,2016,5712,30 TDI Sport Edition,₹ 25.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"80,000",Manual,3,3rd Owner,Hyundai,Hyundai i10,2009,1586,Sportz 1.2,₹ 2.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"52,204",Manual,1,1st Owner,Maruti,Maruti Alto K10,2017,10332,VXI,₹ 3.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,10,000",Manual,3,3rd Owner,Hyundai,Hyundai i20,2012,1642,1.2 Sportz,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"89,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2017,916,3.2 Titanium AT 4X4,₹ 29.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"29,813",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2014,10327,VXI,₹ 2.76 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Ford,Ford Figo,2018,5570,1.2P Titanium Opt MT,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"13,345",Automatic,1,1st Owner,Maruti,Maruti Ignis,2020,5555,1.2 AMT Zeta BSIV,₹ 7.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"17,100",Automatic,1,1st Owner,Hyundai,Hyundai Alcazar,2022,9938,1.5 Signature (O) 7-Seater Diesel AT,₹ 22.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"75,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2014,1549,Sportz,₹ 3.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"75,523",Manual,2,2nd Owner,Hyundai,Hyundai i10,2011,1570,Sportz,₹ 3.12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"47,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,3807,W10 2WD,₹ 12.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"36,500",Manual,1,1st Owner,Tata,Tata Harrier,2022,9411,XT Plus BSVI,₹ 19.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"28,253",Manual,1,1st Owner,Renault,Renault Triber,2020,10070,RXZ,₹ 7.19 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2016,1443,1.6 CRDi SX Plus,₹ 12.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2010,1568,Magna,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"70,000",Automatic,2,2nd Owner,BMW,BMW X5,2016,362,xDrive 30d M Sport,₹ 39.81 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"52,571",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1482,Asta 1.2,₹ 6.27 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"70,000",Automatic,2,2nd Owner,BMW,BMW 3 Series,2010,205,320d Highline,₹ 13 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"61,993",Manual,1,1st Owner,Honda,Honda City,2015,1279,i VTEC V,₹ 6.72 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"57,000",Automatic,1,1st Owner,Hyundai,Hyundai Tucson,2017,6685,2.0 e-VGT 2WD AT GL Opt,₹ 18.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"80,000",Manual,2,2nd Owner,Toyota,Toyota Fortuner,2021,7615,2.8 2WD MT,₹ 35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"36,359",Manual,1,1st Owner,Hyundai,Hyundai i20,2013,1654,Sportz 1.2,₹ 4.40 Lakh,₹ 4.55 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"70,000",Manual,2,2nd Owner,Tata,Tata Harrier,2019,6711,XZ BSIV,₹ 14.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"7,500",Automatic,1,1st Owner,MG,MG Hector,2022,8343,Sharp CVT,₹ 20.41 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"30,301",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2017,5969,VTVT 1.6 AT SX Option,₹ 10.33 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"66,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1586,Sportz 1.2,₹ 2.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"56,010",Manual,1,1st Owner,Hyundai,Hyundai i20,2017,1481,Sportz 1.2,₹ 6.76 Lakh,₹ 6.90 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"47,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLC,2017,5448,220d 4MATIC Style,₹ 42.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"60,000",Manual,2,2nd Owner,Nissan,Nissan Terrano,2014,3363,XV Premium 110 PS,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"83,829",Manual,1,1st Owner,Maruti,Maruti Swift,2014,4164,VDI BSIV,₹ 4.44 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"10,000",Automatic,1,1st Owner,Renault,Renault KWID,2020,7433,1.0 RXT AMT Opt,₹ 5.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"35,000",Automatic,2,2nd Owner,Renault,Renault Duster,2016,5047,110PS Diesel RxZ AMT,₹ 9.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"51,116",Automatic,2,2nd Owner,Honda,Honda City,2019,5627,i-VTEC CVT V,₹ 10.24 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"80,000",Manual,3,3rd Owner,Skoda,Skoda Rapid,2016,3135,1.5 TDI Elegance Black Package,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"40,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Polo,2017,1941,GT TSI,₹ 9.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"85,565",Automatic,2,2nd Owner,Honda,Honda CR-V,2012,1328,2.4L 4WD AT,₹ 9.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"36,916",Manual,1,1st Owner,Ford,Ford Ecosport,2018,6312,1.5 Petrol Titanium Plus BSIV,₹ 8.34 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"90,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2015,1976,1.5 TDI Highline,₹ 5.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,12,795",Manual,1,1st Owner,Maruti,Maruti Swift,2012,10403,VXI,₹ 4.54 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"11,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,6373,A 200 BSVI,₹ 36.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"1,20,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2014,2295,2.0 VX (Petrol) 7 Seater,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"36,685",Manual,2,2nd Owner,Honda,Honda Brio,2016,1188,S MT,₹ 4.62 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,20,000",Automatic,2,2nd Owner,Hyundai,Hyundai Santa Fe,2012,1677,4x4 AT,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"4,000",Automatic,1,1st Owner,BMW,BMW 6 Series,2022,8418,GT 630i M Sport BSVI,₹ 79 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"32,184",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2019,5920,1.2 CVT Alpha,₹ 8.43 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"32,279",Manual,1,1st Owner,Maruti,Maruti Baleno RS,2018,6370,1.0 Petrol,₹ 7.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"59,698",Manual,1,1st Owner,Hyundai,Hyundai i20,2015,1483,Asta Option 1.2,₹ 5.76 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"46,071",Manual,1,1st Owner,Renault,Renault Captur,2018,6104,1.5 Diesel Platine,₹ 9.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"90,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,4299,ZDi,₹ 7.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"9,554",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,6945,SX Turbo BSIV,₹ 10.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"14,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2022,8318,1.4 Limited Opt DCT BSVI,₹ 25.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"74,499",Manual,2,2nd Owner,Renault,Renault Duster,2013,5065,85PS Diesel RxE,₹ 5.16 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"56,211",Automatic,2,2nd Owner,Ford,Ford Ecosport,2017,6089,1.5 Petrol Trend Plus AT BSIV,₹ 7.77 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"9,001",Manual,1,1st Owner,Honda,Honda Jazz,2019,6504,V,₹ 7.53 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"65,457",Automatic,2,2nd Owner,Mahindra,Mahindra XUV500,2017,3818,AT W10 1.99 mHawk,₹ 12.26 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"23,682",Manual,1,1st Owner,Honda,Honda Jazz,2017,1339,1.2 V i VTEC,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2020,5961,CRDi 1.6 SX,₹ 11.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"1,34,557",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,4165,ZDI BSIV,₹ 6.29 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"96,567",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2013,10244,VXI,₹ 4.47 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,20,000",Manual,3,3rd Owner,Maruti,Maruti Celerio,2015,3979,VXI,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,MUV,"83,007",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2014,4051,ZDI,₹ 7.86 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"34,000",Manual,1,1st Owner,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,₹ 7.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"81,634",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2014,1544,AT Asta,₹ 4.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"57,284",Automatic,2,2nd Owner,Honda,Honda City,2017,5630,i-VTEC CVT ZX,₹ 9.42 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"70,000",Automatic,2,2nd Owner,Ford,Ford Ecosport,2016,889,1.5 Ti VCT AT Titanium BSIV,₹ 6.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Honda,Honda Brio,2013,1188,S MT,₹ 3.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"46,429",Automatic,2,2nd Owner,Toyota,Toyota Yaris,2018,6401,G CVT BSIV,₹ 8.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"17,624",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3970,1.2 Alpha,₹ 8.69 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"1,00,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2012,2011,Diesel Highline,₹ 4.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Honda,Honda City,2019,5626,i-VTEC V,₹ 10.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"49,690",Manual,2,2nd Owner,Ford,Ford Ecosport,2018,7350,1.5 Petrol Titanium,₹ 10.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,10,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2016,3801,W6 2WD,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Fiat,Fiat Linea,2009,768,Emotion Pack,₹ 3.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Fiat,Fiat Linea,2009,768,Emotion Pack,₹ 3.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"55,702",Automatic,1,1st Owner,Ford,Ford Ecosport,2018,6088,1.5 Petrol Titanium Plus AT BSIV,₹ 8.44 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"45,046",Manual,1,1st Owner,Hyundai,Hyundai i20 Active,2016,1664,1.4 SX,₹ 7.64 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"53,000",Manual,2,2nd Owner,Maruti,Maruti Ritz,2014,4141,VXi,₹ 4.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"94,695",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3968,1.3 Alpha,₹ 6.84 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"22,162",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3970,1.2 Alpha,₹ 8.03 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
